"id, name"
"676,Nettie Price"
"680,Maggie Maldonado"
"448,Gerald Jackson"
"927,Violet Goodwin"
"832,Antonio Kim"
"610,Kyle Elliott"
"942,Lilly Pittman"
"481,Georgie Casey"
"844,Brett Rios"
"600,Jackson Drake"
"71,Eugenia Rodgers"
"586,William Todd"
"911,Alice Knight"
"734,Angel Soto"
"703,Peter Owen"
"502,Ora Gonzalez"
"940,Justin Harrison"
"360,Hettie Richards"
"484,Brian Newton"
"205,Norman Crawford"
"291,Bradley Harmon"
"794,Clifford Abbott"
"304,Alvin Dean"
"950,Cecelia Chandler"
"572,William Love"
"793,Francis May"
"901,Earl Pope"
"616,Susan Hines"
"687,Sarah Wilkerson"
"834,Sarah Cox"
"297,Carrie Ryan"
"4,Ina Ortiz"
"53,Clara Smith"
"29,Danny Hale"
"161,Jared Mills"
"103,Olga Andrews"
"379,Rosetta Mills"
"948,Alex Cummings"
"865,Fannie Lawson"
"278,Calvin Peters"
"43,Hallie Matthews"
"824,Emilie Rice"
"454,Duane Peters"
"456,Francisco Berry"
"59,Thomas Vargas"
"835,Sara Lamb"
"870,Rosalie Curry"
"770,Amelia Martinez"
"176,Travis Snyder"
"916,Bryan Schmidt"
"511,Dorothy Farmer"
"689,Gene Rowe"
"193,Susie Munoz"
"52,Mabel Reese"
"374,George Banks"
"225,Lois Hines"
"851,Jayden Silva"
"600,Ray Reese"
"177,Georgia Gutierrez"
"99,Ethan French"
"384,Jack Greene"
"295,Gussie Owen"
"849,Willie Nelson"
"86,Katherine Henderson"
"973,Isabella Olson"
"311,Vincent Todd"
"65,Jimmy Burke"
"486,Victoria Neal"
"940,Bradley Chambers"
"601,Elizabeth Delgado"
"44,Cody Klein"
"291,Antonio Ramsey"
"57,Fannie Jefferson"
"150,Janie Blake"
"671,Landon Arnold"
"842,Jeremiah Thomas"
"806,Emilie Ross"
"499,Sophie Flores"
"547,Catherine Duncan"
"424,Jeffery Dennis"
"861,Lulu Greer"
"376,Julian Hudson"
"282,Edna Howard"
"102,Noah Moran"
"660,Bobby Malone"
"855,Christopher Leonard"
"691,Clyde Blake"
"818,Ricardo Barber"
"154,Florence Wagner"
"8,Shawn Jones"
"161,Etta Chambers"
"822,Lida Payne"
"675,Joel Cain"
"777,Jimmy Beck"
"712,Lida Ortega"
"589,Winnie Ramsey"
"257,Abbie Fletcher"
"408,Ollie Ryan"
"863,Herbert Lowe"
"107,Matthew Washington"
"196,Sue Ward"
"882,Katie Matthews"
"956,Verna Dunn"
"366,Norman Newton"
"514,Jimmy Scott"
"26,Cynthia Chambers"
"529,Frances Miles"
"485,Fannie Jefferson"
"981,Mittie Conner"
"734,Martin Guzman"
"976,Sue Colon"
"163,Fanny Gomez"
"511,Isaiah Armstrong"
"439,Alma Baldwin"
"302,Bertie Schwartz"
"483,Violet Norton"
"128,Sadie Patton"
"52,Elsie Sutton"
"795,Winnie Newman"
"531,Violet Moreno"
"781,Eva Martin"
"259,Sue Robbins"
"601,Lawrence Strickland"
"96,Verna Hammond"
"941,Victor Weber"
"24,Jerry Tucker"
"164,Timothy Medina"
"573,Noah Love"
"849,Darrell Johnston"
"13,Jorge Baker"
"403,Edward Gray"
"236,Ian Hernandez"
"214,Bryan Floyd"
"963,Iva McCormick"
"902,Lulu Massey"
"931,Minerva Spencer"
"241,Duane Pierce"
"762,Caleb Gregory"
"524,Elsie Powers"
"75,Hettie Hampton"
"457,Bobby Aguilar"
"558,Ella Colon"
"47,Vernon Perez"
"81,Patrick Ingram"
"42,Samuel Hudson"
"813,Terry Cooper"
"540,Bobby Joseph"
"644,May Neal"
"457,Jayden Mendez"
"291,Louis Gutierrez"
"892,Madge Romero"
"68,Francis Lindsey"
"804,Margaret Craig"
"979,Katie Briggs"
"637,Betty Curtis"
"778,Lydia Kennedy"
"766,Sue Miles"
"454,Winifred Marsh"
"801,Emily Parker"
"956,Louis Gross"
"654,Eleanor Ortiz"
"92,Clara Reese"
"712,Gene Carlson"
"482,Luella Gibbs"
"369,Alfred Mathis"
"625,Leroy Munoz"
"125,Wesley Gomez"
"420,Ruth Griffith"
"259,Martin Fitzgerald"
"974,Caroline Spencer"
"736,Lou King"
"443,Effie Jimenez"
"969,Alice Harmon"
"927,Andrew Watkins"
"317,Ray Harper"
"577,Ada Torres"
"200,Lula Moran"
"614,Jeremy Daniel"
"902,Troy Berry"
"686,Katharine Pierce"
"327,Connor Garner"
"382,Brandon Bridges"
"980,Frank Perez"
"301,Victoria Padilla"
"786,Norman McDonald"
"742,Franklin Ramirez"
"298,Mattie Banks"
"510,Leah Garner"
"876,Jacob Norman"
"512,Alex Simpson"
"178,Amy Adams"
"357,Beatrice Lawrence"
"651,Corey Patterson"
"941,Allie Norris"
"236,Fannie Collins"
"811,Lettie Owens"
"103,Kenneth Alvarez"
"459,Steve Santiago"
"67,Elnora Cummings"
"988,Eddie Casey"
"112,Edgar Ward"
"553,Alberta Gregory"
"967,Jeremiah Mathis"
"424,Matilda Alvarez"
"455,Mable Daniel"
"687,Susie Pearson"
"852,Zachary Warren"
"468,Christopher Riley"
"718,Ola Logan"
"811,Mamie Moreno"
"385,Etta Doyle"
"235,Fannie Fisher"
"855,Birdie Grant"
"408,Emily Ray"
"523,Corey Harrison"
"851,Owen Cobb"
"133,Stanley Edwards"
"523,Austin Soto"
"46,Edna Bennett"
"848,Joe Fisher"
"311,Ricardo Todd"
"170,Eleanor Atkins"
"613,Addie Wilkins"
"929,Micheal Wade"
"668,Susie Patterson"
"655,Maggie Abbott"
"557,Alberta McGuire"
"42,Dustin Padilla"
"661,Todd Moss"
"193,Tyler Dunn"
"147,Bernard Ortega"
"947,Jason Snyder"
"892,Milton George"
"649,Kathryn Ward"
"989,Frederick Bradley"
"344,Georgie Jennings"
"881,Roger Bush"
"4,Rodney Willis"
"907,Jean Bell"
"477,Ruth Sanders"
"194,Juan Summers"
"863,Alex Rowe"
"83,Jennie Davis"
"102,Julian Nichols"
"256,Winnie Hardy"
"32,May Mack"
"719,Jose Warner"
"892,Myra Moody"
"806,Jessie Maxwell"
"464,Douglas Atkins"
"836,Miguel Montgomery"
"332,Gavin Patterson"
"388,Alejandro Carter"
"338,Andrew Rhodes"
"330,Agnes Woods"
"975,Rose Valdez"
"365,Luke Stewart"
"50,Maria Herrera"
"501,Marian Wong"
"47,Andrew Martin"
"321,Jane Joseph"
"268,Jack Mack"
"280,Jack Curtis"
"99,Barbara Bridges"
"407,Caleb Maldonado"
"296,Jacob Gonzales"
"139,Max Butler"
"667,Samuel James"
"657,Chris Ray"
"714,Louisa Stevenson"
"827,Jeanette Lawson"
"329,Lena Walters"
"719,Carrie Marshall"
"866,Sadie Mendoza"
"712,Celia Craig"
"292,Lucy Harmon"
"254,Lela Carroll"
"734,Amanda Montgomery"
"673,Mitchell Berry"
"52,Howard Cole"
"794,Isabel Hall"
"406,Vera Sutton"
"95,Shane Freeman"
"160,Mable Jimenez"
"542,Alma Gregory"
"184,Janie Alvarez"
"818,Eddie Townsend"
"813,Augusta Nichols"
"679,Rosalie Sherman"
"660,Madge Maxwell"
"547,Francis Morgan"
"265,Addie Nunez"
"235,Cecelia Gregory"
"131,Frank Pierce"
"305,Isaac Morton"
"936,Allie Malone"
"290,Sallie Edwards"
"713,Gussie Collier"
"672,Emily Patterson"
"771,Ophelia Soto"
"55,May Butler"
"926,Ophelia Dennis"
"133,Loretta Adkins"
"598,Vincent Ortiz"
"911,Bryan Parker"
"257,Lucas Byrd"
"191,Georgie Bell"
"913,Bettie Oliver"
"863,Charlotte Singleton"
"71,Nathan Carter"
"5,George Paul"
"167,Lester Ramirez"
"975,Rhoda Soto"
"381,Jayden Santos"
"850,Adeline Burton"
"904,Emma Barker"
"482,Eleanor Gonzalez"
"394,Matthew Jennings"
"104,Roy Copeland"
"490,Marc Jordan"
"109,Billy Allison"
"155,Bessie Poole"
"339,Mabel Lloyd"
"582,Mike Craig"
"352,Leon Cooper"
"205,Bruce Reyes"
"149,Helen Wilkins"
"194,Olive Pittman"
"21,Warren Castillo"
"876,Aaron Harrison"
"966,Rose Brewer"
"185,Dustin Parsons"
"247,Winnie Aguilar"
"875,Clyde Floyd"
"665,Isabel Nguyen"
"124,Cora Swanson"
"973,Kenneth Bass"
"97,Rebecca Bush"
"459,Myra Howard"
"207,Mayme Luna"
"269,Emily Davidson"
"195,Julian Delgado"
"308,Hallie Walters"
"886,William Hale"
"476,Bertie Curry"
"379,Ronald Johnston"
"67,Blake Phillips"
"629,Sean West"
"179,Allen Larson"
"422,Jay Hopkins"
"454,Kevin Norton"
"144,Danny Graves"
"286,Iva Hale"
"816,Adele Graham"
"197,Charlie Vasquez"
"377,Marian Schmidt"
"228,Harvey Sanders"
"39,Susie Hubbard"
"381,Max Mason"
"490,Millie Parker"
"469,Clyde Gray"
"716,Lottie Barton"
"602,Mabelle Hogan"
"649,Rose Reyes"
"873,Clarence Poole"
"731,Etta Nichols"
"41,Georgie Marsh"
"572,Theresa Bowman"
"697,Lucile Thornton"
"332,Michael Kelly"
"796,Benjamin Love"
"474,Mike Simon"
"69,Jose Jennings"
"543,Celia Clarke"
"139,Hettie Clarke"
"705,Nora Morrison"
"222,Harry Cannon"
"179,Curtis Briggs"
"961,Lulu Carr"
